Date,Price,Open,High,Low,Volume,Change,Year
2021-05-30,35652.8,34589.3,36388.6,33441.0,104180.0,3.09,2021
2021-05-31,37298.6,35644.0,37480.7,34213.2,131700.0,4.62,2021
2021-06-01,36687.6,37294.3,37850.3,35742.7,113480.0,-1.64,2021
2021-06-02,37555.8,36687.7,38199.9,35981.1,96890.0,2.37,2021
2021-06-03,39187.3,37555.7,39462.3,37193.6,106440.0,4.34,2021
2021-06-04,36851.3,39191.4,39255.4,35659.9,127710.0,-5.96,2021
2021-06-05,35520.0,36841.2,37887.6,34832.0,101480.0,-3.61,2021
2021-06-06,35815.4,35518.7,36434.0,35265.3,62200.0,0.83,2021
2021-06-07,33578.0,35815.4,36754.6,33410.1,119500.0,-6.25,2021
2021-06-08,33382.9,33574.6,34047.8,31158.1,193540.0,-0.58,2021
2021-06-09,37332.2,33385.5,37517.6,32428.6,209820.0,11.83,2021
2021-06-10,36649.4,37375.2,38340.8,35824.0,154320.0,-1.83,2021
2021-06-11,37314.6,36654.3,37641.1,36003.3,109150.0,1.81,2021
2021-06-12,35467.5,37334.4,37437.3,34703.3,87730.0,-4.95,2021
2021-06-13,39022.9,35467.5,39321.6,34827.0,123320.0,10.02,2021
2021-06-14,40529.4,39024.1,40970.4,38769.9,157350.0,3.86,2021
2021-06-15,40156.1,40522.5,41318.0,39589.9,117550.0,-0.92,2021
2021-06-16,38336.0,40148.1,40494.4,38156.4,123520.0,-4.53,2021
2021-06-17,38052.0,38337.8,39529.9,37425.3,109580.0,-0.74,2021
2021-06-18,35749.4,38045.5,38166.0,35198.5,102840.0,-6.05,2021
2021-06-19,35513.4,35770.0,36357.3,34845.5,105460.0,-0.66,2021
2021-06-20,35595.8,35510.9,36097.9,33378.0,137480.0,0.23,2021
2021-06-21,31692.0,35597.9,35708.4,31284.1,256870.0,-10.97,2021
2021-06-22,32496.4,31682.7,33272.5,28901.8,309650.0,2.54,2021
2021-06-23,33674.3,32498.3,34784.3,31736.5,173340.0,3.62,2021
2021-06-24,34665.8,33678.1,35249.9,32356.7,119250.0,2.94,2021
2021-06-25,31594.0,34660.5,35490.9,31337.9,193430.0,-8.86,2021
2021-06-26,32243.4,31592.1,32643.0,30206.9,156670.0,2.06,2021
2021-06-27,34678.5,32247.1,34685.5,32041.7,148800.0,7.55,2021
2021-06-28,34475.9,34682.2,35231.2,33944.9,112000.0,-0.58,2021
2021-06-29,35834.7,34477.3,36590.3,34247.6,97270.0,3.94,2021
2021-06-30,35026.9,35832.6,36089.5,34126.6,107070.0,-2.25,2021
2021-07-01,33543.6,35030.7,35032.7,32839.2,27410.0,-4.23,2021
2021-07-02,33813.4,33542.2,33925.9,32734.6,78930.0,0.8,2021
2021-07-03,34742.8,33814.2,34909.8,33363.3,55690.0,2.75,2021
2021-07-04,35298.2,34742.8,35957.6,34740.1,56130.0,1.6,2021
2021-07-05,33687.8,35297.0,35300.5,33164.1,88360.0,-4.56,2021
2021-07-06,34225.6,33688.5,35062.0,33581.7,83630.0,1.6,2021
2021-07-07,33867.8,34228.7,35036.6,33801.3,72030.0,-1.05,2021
2021-07-08,32866.3,33859.4,33923.2,32146.9,108090.0,-2.96,2021
2021-07-09,33797.4,32866.3,34079.2,32367.0,67140.0,2.83,2021
2021-07-10,33510.6,33797.7,34221.0,33056.8,50940.0,-0.85,2021
2021-07-11,34227.7,33510.8,34580.6,33319.8,35720.0,2.14,2021
2021-07-12,33113.0,34228.3,34598.0,32662.8,63240.0,-3.26,2021
2021-07-13,32728.1,33106.1,33307.7,32259.5,60040.0,-1.16,2021
2021-07-14,32820.7,32727.8,33051.9,31611.2,69560.0,0.28,2021
2021-07-15,31840.5,32820.5,33157.0,31175.8,76950.0,-2.99,2021
2021-07-16,31394.0,31842.3,32239.8,31062.2,70480.0,-1.4,2021
2021-07-17,31518.6,31384.4,31914.8,31207.8,58060.0,0.4,2021
2021-07-18,31785.4,31517.9,32408.2,31220.6,57010.0,0.85,2021
2021-07-19,30837.2,31782.9,31887.0,30478.2,77480.0,-2.98,2021
2021-07-20,29793.8,30835.4,31040.8,29310.2,97460.0,-3.38,2021
2021-07-21,32131.4,29794.7,32794.6,29519.3,118340.0,7.85,2021
2021-07-22,32298.9,32131.7,32585.4,31729.4,64870.00000000001,0.52,2021
2021-07-23,33603.3,32297.9,33605.6,32041.1,66150.0,4.04,2021
2021-07-24,33824.8,33600.5,33955.0,33412.9,67140.0,0.66,2021
2021-07-25,35391.1,34392.5,35391.1,33881.3,65099.99999999999,4.63,2021
2021-07-26,37276.6,35392.3,40522.9,35236.7,177630.0,5.33,2021
2021-07-27,39452.0,37294.3,39455.9,36427.4,100240.0,5.84,2021
2021-07-28,40003.2,39450.4,40862.2,38883.8,148920.0,1.4,2021
2021-07-29,40001.4,40009.0,40630.7,39340.8,75300.0,0.0,2021
2021-07-30,42203.4,40001.1,42264.4,38358.4,98450.0,5.5,2021
2021-07-31,41553.7,42201.4,42285.3,41066.4,44650.0,-1.54,2021
2021-08-01,39878.3,41510.0,42565.0,39556.5,80330.0,-4.03,2021
2021-08-02,39168.4,39869.8,40449.0,38692.5,74810.0,-1.78,2021
2021-08-03,38130.3,39167.4,39766.6,37688.2,260.0,-2.65,2021
2021-08-04,39736.9,38188.4,39956.5,37556.0,79220.0,4.21,2021
2021-08-05,40867.2,39734.4,41366.3,37365.4,130600.0,2.84,2021
2021-08-06,42795.4,40868.4,43253.4,39905.4,111930.0,4.72,2021
2021-08-07,44614.2,42784.7,44697.3,42611.0,112840.0,4.25,2021
2021-08-08,43792.8,44584.9,45284.1,43314.4,105250.0,-1.84,2021
2021-08-09,46284.3,43794.9,46460.7,42824.1,117080.0,5.69,2021
2021-08-10,45593.8,46281.8,46663.4,44681.2,80550.0,-1.49,2021
2021-08-11,45564.3,45593.2,46736.5,45367.9,75430.0,-0.06,2021
2021-08-12,44403.4,45562.3,46213.8,43814.7,81070.0,-2.55,2021
2021-08-13,47809.1,44404.0,47836.0,44242.4,75270.0,7.67,2021
2021-08-14,47081.5,47809.6,48090.9,46117.2,64290.00000000001,-1.52,2021
2021-08-15,46991.3,47082.6,47344.1,45564.1,58110.0,-0.19,2021
2021-08-16,45996.3,46991.6,48002.4,45672.1,2410.0,-2.12,2021
2021-08-17,44691.6,45907.5,47140.6,44441.3,84140.0,-2.84,2021
2021-08-18,44723.8,44691.1,46004.9,44230.0,22360.0,0.07,2021
2021-08-19,46755.9,44725.9,47012.3,43986.7,77920.0,4.54,2021
2021-08-20,49324.0,46756.7,49343.3,46646.8,83190.0,5.49,2021
2021-08-21,48875.8,49330.0,49719.1,48293.5,18200.0,-0.91,2021
2021-08-22,49254.5,48870.4,49480.3,48151.0,49320.0,0.77,2021
2021-08-23,49539.7,49255.4,50498.8,49038.6,75370.0,0.58,2021
2021-08-24,47714.7,49532.5,49847.4,47623.6,74260.0,-3.68,2021
2021-08-25,48994.5,47707.4,49230.2,47163.3,63540.0,2.68,2021
2021-08-26,46831.6,48994.4,49347.8,46360.4,73790.0,-4.41,2021
2021-08-27,49064.3,46830.2,49142.0,46371.5,62470.0,4.77,2021
2021-08-28,48897.1,49062.8,49289.4,48428.5,36730.0,-0.34,2021
2021-08-29,48777.4,48899.7,49621.7,47870.1,47620.0,-0.24,2021
2021-08-30,46992.7,48777.1,48886.0,46876.9,61680.0,-3.66,2021
2021-08-31,47130.4,46989.1,48217.0,46709.3,71480.0,0.29,2021
2021-09-01,48819.4,47129.2,49121.0,46533.1,74380.0,3.58,2021
2021-09-02,49274.3,48817.8,50355.3,48612.9,80210.0,0.93,2021
2021-09-03,49999.0,49269.5,51008.8,48377.3,88080.0,1.47,2021
2021-09-04,49918.4,49999.3,50534.6,49461.4,48140.0,-0.16,2021
2021-09-05,51768.6,49918.7,51878.2,49492.4,57300.0,3.71,2021
2021-09-06,52672.1,51769.4,52726.2,51002.8,69460.0,1.75,2021
2021-09-07,46779.6,52674.2,52885.3,43072.4,187560.0,-11.19,2021
2021-09-08,46061.4,46774.1,47316.9,44493.7,100480.0,-1.54,2021
2021-09-09,46385.6,46057.6,47305.7,45609.0,73630.0,0.7,2021
2021-09-10,44842.8,46385.9,47021.6,44283.6,75620.0,-3.33,2021
2021-09-11,45161.9,44844.9,45975.6,44766.6,41580.0,0.71,2021
2021-09-12,46062.3,45162.6,46386.4,44755.2,44520.0,1.99,2021
2021-09-13,44949.5,46060.8,46807.7,43463.2,96150.0,-2.42,2021
2021-09-14,47077.5,44950.2,47247.6,44718.7,65330.0,4.73,2021
2021-09-15,48130.6,47070.8,48436.5,46743.9,63400.0,2.24,2021
2021-09-16,47748.0,48132.3,48480.6,47040.3,60910.0,-0.8,2021
2021-09-17,47282.8,47748.2,48155.9,46788.8,50160.0,-0.97,2021
2021-09-18,48306.7,47283.9,48761.0,47070.5,43640.0,2.17,2021
2021-09-19,47238.7,48299.9,48341.9,46866.6,41980.0,-2.21,2021
2021-09-20,42870.6,47240.8,47323.9,42547.1,77960.0,-9.25,2021
2021-09-21,40651.3,43012.3,43619.3,39646.8,142550.0,-5.18,2021
2021-09-22,43551.6,40660.8,43976.7,40585.7,93980.0,7.13,2021
2021-09-23,44869.2,43550.7,44949.8,43090.1,74540.0,3.03,2021
2021-09-24,42819.9,44867.4,45112.0,40908.5,128880.0,-4.57,2021
2021-09-25,42686.8,42818.7,42959.3,41714.5,46350.0,-0.31,2021
2021-09-26,43203.4,42685.8,43907.3,40786.6,69910.0,1.21,2021
2021-09-27,42172.6,43200.9,44293.2,42143.9,54120.0,-2.39,2021
2021-09-28,41022.3,42169.9,42758.8,40906.4,60010.0,-2.73,2021
2021-09-29,41536.8,41023.1,42571.2,40815.0,48210.0,1.25,2021
2021-09-30,43823.3,41534.5,44101.2,41416.7,64319.99999999999,5.5,2021
2021-10-01,48146.0,43824.4,48435.2,43292.9,94660.0,9.86,2021
2021-10-02,47666.9,48147.2,48306.9,47451.7,39820.0,-1.0,2021
2021-10-03,48200.1,47665.4,49165.2,47123.0,42410.0,1.12,2021
2021-10-04,49227.3,48200.4,49481.7,46958.6,66920.0,2.13,2021
2021-10-05,51469.3,49229.5,51872.4,49060.1,76630.0,4.55,2021
2021-10-06,55323.2,51470.0,55676.1,50439.5,116260.0,7.49,2021
2021-10-07,53783.9,55325.2,55325.6,53476.4,75680.0,-2.78,2021
2021-10-08,53914.7,53785.5,55977.9,53659.3,64050.0,0.24,2021
2021-10-09,54942.5,53924.1,55430.8,53711.7,64650.00000000001,1.91,2021
2021-10-10,54687.7,54942.5,56432.2,54100.8,104430.0,-0.46,2021
2021-10-11,57477.3,54686.9,57814.1,54457.8,73840.0,5.1,2021
2021-10-12,56015.9,57480.6,57635.7,54155.4,74850.0,-2.54,2021
2021-10-13,57380.1,56014.5,57697.4,54314.4,73620.0,2.44,2021
2021-10-14,57345.8,57370.4,58506.5,56866.8,59840.0,-0.06,2021
2021-10-15,61672.5,57348.2,62892.8,56874.8,121480.0,7.54,2021
2021-10-16,60861.1,61669.2,62329.2,60161.9,49930.0,-1.32,2021
2021-10-17,61527.5,60865.5,61651.4,59143.4,53390.0,1.09,2021
2021-10-18,62056.3,61525.8,62623.6,60026.9,80150.0,0.86,2021
2021-10-19,64278.5,62030.2,64454.0,61451.0,80160.0,3.58,2021
2021-10-20,65979.1,64276.9,66967.1,63543.7,79870.0,2.65,2021
2021-10-21,62210.2,66004.6,66616.9,62092.1,105380.0,-5.71,2021
2021-10-22,60690.3,62200.8,63699.7,60055.7,75690.0,-2.44,2021
2021-10-23,61312.5,60693.2,61728.7,59738.3,37050.0,1.03,2021
2021-10-24,60866.5,61308.2,61469.9,59523.7,42670.0,-0.73,2021
2021-10-25,63067.0,60864.3,63694.8,60655.8,51060.0,3.62,2021
2021-10-26,60310.8,63067.5,63275.1,59907.3,57130.0,-4.37,2021
2021-10-27,58438.1,60312.5,61452.9,58112.6,88110.0,-3.11,2021
2021-10-28,60582.5,58437.2,62251.3,58128.1,88470.0,3.67,2021
2021-10-29,62242.8,60579.9,62952.2,60322.2,63390.0,2.74,2021
2021-10-30,61840.1,62245.0,62338.5,60786.0,40510.0,-0.65,2021
2021-10-31,61309.6,61842.2,62393.7,60005.7,50060.0,-0.86,2021
2021-11-01,60915.3,61310.1,62430.1,59612.7,61210.0,-0.64,2021
2021-11-02,63221.7,60912.2,64256.4,60651.5,65260.00000000001,3.79,2021
2021-11-03,62918.5,63223.5,63508.6,60883.0,61050.0,-0.48,2021
2021-11-04,61412.6,62915.4,63077.6,60742.9,49910.0,-2.39,2021
2021-11-05,60974.3,61411.5,62560.3,60742.4,44460.0,-0.71,2021
2021-11-06,61483.9,60973.2,61543.2,60093.6,34890.0,0.84,2021
2021-11-07,63273.2,61483.8,63273.2,61347.2,34340.0,2.91,2021
2021-11-08,67527.9,63276.4,67763.3,63276.4,81080.0,6.72,2021
2021-11-09,66904.4,67528.7,68493.3,66334.9,66130.0,-0.92,2021
2021-11-10,64932.6,66942.6,68990.6,62951.3,96210.0,-2.95,2021
2021-11-11,64806.7,64922.8,65583.3,64121.9,50370.0,-0.19,2021
2021-11-12,64134.5,64782.6,65449.7,62309.7,63270.0,-1.04,2021
2021-11-13,64398.6,64133.3,64906.0,63381.4,30340.0,0.41,2021
2021-11-14,65508.2,64397.2,65508.2,63608.3,33980.0,1.72,2021
2021-11-15,63597.9,65514.9,66311.2,63439.5,53530.0,-2.92,2021
2021-11-16,60089.1,63605.1,63605.6,58655.9,115360.0,-5.52,2021
2021-11-17,60367.8,60074.2,60814.5,58531.9,73930.0,0.46,2021
2021-11-18,56955.3,60368.2,60936.9,56524.4,100370.0,-5.65,2021
2021-11-19,58083.4,56908.3,58335.9,55626.3,74440.0,1.98,2021
2021-11-20,59717.6,58080.8,59854.6,57435.3,44530.0,2.81,2021
2021-11-21,58714.3,59724.0,60002.6,58528.3,40980.0,-1.68,2021
2021-11-22,56308.8,58719.7,59288.3,55656.8,76450.0,-4.1,2021
2021-11-23,57573.2,56304.8,57855.1,55542.5,72480.0,2.25,2021
2021-11-24,57171.7,57559.4,57697.4,55910.6,56680.0,-0.7,2021
2021-11-25,58935.1,57167.1,59387.3,57029.8,56790.0,3.08,2021
2021-11-26,53730.9,58937.3,59151.1,53533.5,104030.0,-8.83,2021
2021-11-27,54765.9,53747.2,55280.3,53654.3,40710.0,1.93,2021
2021-11-28,57291.5,54758.0,57392.3,53448.3,49280.0,4.61,2021
2021-11-29,57794.8,57288.1,58855.2,56726.7,58650.0,0.88,2021
2021-11-30,56882.9,57795.2,59174.4,55936.9,73660.0,-1.58,2021
2021-12-01,57210.3,56891.7,59064.3,56496.5,66750.0,0.58,2021
2021-12-02,56496.0,57207.8,57377.5,55807.9,54940.0,-1.25,2021
2021-12-03,53631.5,56495.2,57543.6,52008.9,89200.0,-5.07,2021
2021-12-04,49195.2,53620.7,53847.2,42587.8,168000.0,-8.27,2021
2021-12-05,49405.5,49196.4,49689.3,47797.8,72030.0,0.43,2021
2021-12-06,50562.1,49412.1,50913.3,47237.9,89680.0,2.34,2021
2021-12-07,50595.2,50547.4,51918.6,50070.9,56290.0,0.07,2021
2021-12-08,50473.9,50596.6,51204.7,48700.7,55590.0,-0.24,2021
2021-12-09,47596.6,50477.6,50790.2,47341.9,58690.0,-5.7,2021
2021-12-10,47137.2,47591.7,49974.8,47007.1,68060.0,-0.97,2021
2021-12-11,49314.5,47138.4,49487.0,46834.0,45230.0,4.62,2021
2021-12-12,50081.0,49332.5,50779.2,48670.5,40300.0,1.55,2021
2021-12-13,46703.6,50075.9,50196.1,45848.2,80370.0,-6.74,2021
2021-12-14,48366.5,46709.8,48635.0,46338.3,62540.0,3.56,2021
2021-12-15,48871.5,48366.2,49477.9,46572.6,80280.0,1.04,2021
2021-12-16,47628.2,48876.6,49387.8,47543.9,48200.0,-2.54,2021
2021-12-17,46172.2,47630.4,47997.2,45523.8,67500.0,-3.06,2021
2021-12-18,46856.2,46171.8,47330.2,45513.4,36930.0,1.48,2021
2021-12-19,46704.5,46855.7,48270.2,46438.4,44050.0,-0.32,2021
2021-12-20,46895.2,46703.4,47488.9,45577.3,57530.0,0.41,2021
2021-12-21,48902.0,46900.1,49306.1,46654.0,57880.0,4.28,2021
2021-12-22,48599.7,48898.7,49540.3,48449.7,40890.0,-0.62,2021
2021-12-23,50801.0,48599.6,51355.6,48053.4,56240.0,4.53,2021
2021-12-24,50786.1,50807.4,51795.3,50428.4,45970.0,-0.03,2021
2021-12-25,50406.4,50789.6,51140.2,50196.8,26670.0,-0.75,2021
2021-12-26,50779.9,50404.0,51247.0,49527.0,32340.000000000004,0.74,2021
2021-12-27,50678.2,50783.6,52016.3,50459.0,43900.0,-0.2,2021
2021-12-28,47545.2,50703.4,50703.8,47345.7,74390.0,-6.18,2021
2021-12-29,46461.7,47548.4,48121.7,46127.8,63920.0,-2.28,2021
2021-12-30,47123.3,46470.7,47901.4,46003.0,60960.0,1.42,2021
2021-12-31,46219.5,47123.3,48553.9,45693.6,58180.0,-1.92,2021
2022-01-01,47738.0,46217.5,47917.6,46217.5,31240.0,3.29,2022
2022-01-02,47311.8,47738.7,47944.9,46718.2,27020.0,-0.89,2022
2022-01-03,46430.2,47293.9,47556.0,45704.0,41060.0,-1.86,2022
2022-01-04,45837.3,46435.7,47505.4,45602.1,55590.0,-1.28,2022
2022-01-05,43425.9,45833.1,47019.4,42535.1,83740.0,-5.26,2022
2022-01-06,43097.5,43431.6,43772.3,42481.1,63080.0,-0.76,2022
2022-01-07,41546.7,43097.9,43127.7,40810.0,88360.0,-3.6,2022
2022-01-08,41672.0,41551.3,42304.4,40574.3,52540.0,0.3,2022
2022-01-09,41848.3,41681.2,42764.4,41260.9,37510.0,0.42,2022
2022-01-10,41832.2,41848.9,42243.8,39697.0,85500.0,-0.04,2022
2022-01-11,42733.2,41829.1,43090.2,41287.6,61780.0,2.15,2022
2022-01-12,43901.0,42735.0,44243.6,42476.7,53950.0,2.73,2022
2022-01-13,42560.0,43900.0,44404.7,42337.5,53420.0,-3.05,2022
2022-01-14,43073.3,42562.2,43435.1,41848.7,50500.0,1.21,2022
2022-01-15,43097.0,43073.6,43777.9,42586.1,31440.0,0.06,2022
2022-01-16,43079.1,43079.2,43462.0,42643.3,28660.0,-0.04,2022
2022-01-17,42209.3,43080.5,43179.6,41559.4,41440.0,-2.02,2022
2022-01-18,42364.6,42209.9,42674.2,41300.7,47320.0,0.37,2022
2022-01-19,41677.8,42365.3,42558.0,41160.9,53770.0,-1.62,2022
2022-01-20,40715.9,41683.6,43487.1,40568.3,65280.0,-2.31,2022
2022-01-21,36475.5,40698.1,41104.6,35503.9,155800.0,-10.41,2022
2022-01-22,35075.2,36467.7,36749.8,34116.0,138090.0,-3.84,2022
2022-01-23,36269.5,35072.9,36513.0,34655.2,70430.0,3.4,2022
2022-01-24,36686.3,36268.6,37424.0,32985.6,153770.0,1.15,2022
2022-01-25,36950.6,36691.3,37501.8,35729.3,79680.0,0.72,2022
2022-01-26,36800.4,36962.3,38862.6,36280.0,107870.0,-0.41,2022
2022-01-27,37164.3,36800.1,37215.4,35543.2,83520.0,0.99,2022
2022-01-28,37745.1,37195.6,37995.9,36176.5,69450.0,1.56,2022
2022-01-29,38170.8,37736.5,38663.7,37350.2,42770.0,1.13,2022
2022-01-30,37917.7,38167.5,38313.3,37390.6,34100.0,-0.66,2022
2022-01-31,38498.6,37923.8,38701.4,36672.8,61270.0,1.53,2022
2022-02-01,38709.7,38475.6,39230.0,38037.9,55200.0,0.55,2022
2022-02-02,36890.2,38711.2,38853.8,36682.3,53740.0,-4.7,2022
2022-02-03,37287.8,36890.2,37304.3,36297.3,50350.0,1.08,2022
2022-02-04,41567.6,37287.8,41689.0,37041.1,95490.0,11.48,2022
2022-02-05,41412.1,41566.5,41899.8,40963.3,46320.0,-0.37,2022
2022-02-06,42392.2,41411.9,42614.8,41176.3,31200.0,2.37,2022
2022-02-07,43833.9,42385.2,44468.3,41695.4,76600.0,3.4,2022
2022-02-08,44038.2,43833.9,45399.8,42705.0,92880.0,0.47,2022
2022-02-09,44388.9,44038.2,44800.4,43163.0,50920.0,0.8,2022
2022-02-10,43521.0,44388.9,45755.2,43242.5,89690.0,-1.96,2022
2022-02-11,42388.4,43519.3,43915.1,42023.4,69950.0,-2.6,2022
2022-02-12,42205.2,42388.4,43006.4,41776.8,37880.0,-0.43,2022
2022-02-13,42061.1,42205.5,42725.1,41880.1,25880.0,-0.34,2022
2022-02-14,42550.3,42061.1,42799.7,41591.3,53600.0,1.16,2022
2022-02-15,44544.4,42550.3,44722.6,42460.1,56340.0,4.69,2022
2022-02-16,43883.6,44540.9,44552.9,43377.6,41400.0,-1.48,2022
2022-02-17,40552.8,43885.5,44167.1,40103.8,72630.0,-7.59,2022
2022-02-18,40000.1,40532.5,40935.5,39505.0,64959.99999999999,-1.36,2022
2022-02-19,40090.3,40000.1,40434.3,39666.6,25780.0,0.23,2022
2022-02-20,38355.0,40089.6,40120.3,38042.2,47920.0,-4.33,2022
2022-02-21,37017.7,38355.0,39444.1,36868.9,91820.0,-3.49,2022
2022-02-22,38248.2,37018.3,38414.9,36399.6,82750.0,3.32,2022
2022-02-23,37224.6,38248.2,39194.5,37099.5,64840.0,-2.68,2022
2022-02-24,38339.2,37250.2,39351.6,34357.4,180470.0,2.99,2022
2022-02-25,39209.6,38339.2,39683.7,38042.6,83780.0,2.27,2022
2022-02-26,39115.5,39221.6,40094.5,38639.1,41550.0,-0.24,2022
2022-02-27,37689.1,39116.6,39838.5,37062.3,66140.0,-3.65,2022
2022-02-28,43188.2,37707.2,43977.8,37458.9,108070.0,14.59,2022
2022-03-01,44420.3,43187.2,44900.5,42876.6,90670.0,2.85,2022
2022-03-02,43912.8,44420.3,45294.2,43361.3,80820.0,-1.14,2022
2022-03-03,42463.0,43912.8,44077.2,41840.8,74110.0,-3.3,2022
2022-03-04,39142.7,42463.0,42848.7,38594.9,3210000000.0,-7.82,2022
2022-03-05,39395.8,39142.8,39600.2,38626.1,1500000000.0,0.65,2022
2022-03-06,38403.1,39396.3,39668.1,38115.0,1930000000.0,-2.52,2022
2022-03-07,38024.8,38420.6,39532.0,37182.1,3020000000.0,-0.99,2022
2022-03-08,38744.8,38020.6,39351.5,37886.6,2670000000.0,1.89,2022
2022-03-09,41929.0,38731.5,42538.5,38663.3,3600000000.0,8.22,2022
2022-03-10,39416.3,41933.9,42029.1,38603.5,3620000000.0,-5.99,2022
2022-03-11,38730.2,39422.5,40177.0,38236.4,2790000000.0,-1.74,2022
2022-03-12,38814.3,38730.2,39355.3,38666.5,1110000000.0,0.22,2022
2022-03-13,37792.4,38813.2,39272.3,37603.4,1550000000.0,-2.63,2022
2022-03-14,39671.1,37789.5,39914.3,37613.6,2330000000.0,4.97,2022
2022-03-15,39285.7,39673.0,39854.7,38220.9,2250000000.0,-0.97,2022
2022-03-16,41118.7,39282.5,41701.6,38953.2,4470000000.0,4.67,2022
2022-03-17,40914.8,41118.7,41406.0,40557.8,1900000000.0,-0.5,2022
2022-03-18,41767.8,40914.6,42308.4,40234.8,2310000000.0,2.08,2022
2022-03-19,42233.0,41768.0,42386.0,41529.6,224590000.0,1.11,2022
2022-03-20,41276.0,42241.0,42301.0,40922.0,308450000.0,-2.27,2022
2022-03-21,41022.0,41282.0,41532.0,40530.0,406620000.0,-0.62,2022
2022-03-22,42373.0,41022.0,43327.9,40893.0,537060000.0,3.29,2022
2022-03-23,42912.0,42373.0,43027.0,41795.0,433960000.0,1.27,2022
2022-03-24,44013.0,42911.0,44251.0,42658.0,491660000.0,2.57,2022
2022-03-25,44331.0,44013.0,45112.0,43622.0,494090000.0,0.72,2022
2022-03-26,44548.0,44331.0,44818.0,44090.0,196300000.0,0.49,2022
2022-03-27,46859.0,44542.0,46947.0,44445.0,388790000.0,5.19,2022
2022-03-28,47105.0,46859.0,48199.0,46672.0,610270000.0,0.52,2022
2022-03-29,47449.0,47126.0,48127.0,47029.0,478820000.0,0.73,2022
2022-03-30,47075.0,47449.0,47714.0,46601.0,467760000.0,-0.79,2022
2022-03-31,45525.0,47071.0,47624.0,45228.0,520000000.0,-3.29,2022
2022-04-01,46297.0,45529.0,46728.0,44261.0,632930000.0,1.7,2022
2022-04-02,45811.0,46299.0,47212.0,45641.0,345930000.0,-1.05,2022
2022-04-03,46407.0,45813.0,47435.0,45554.0,398860000.0,1.3,2022
2022-04-04,46629.0,46407.0,46899.0,45152.0,446120000.0,0.48,2022
2022-04-05,45506.0,46614.0,47201.0,45388.0,421110000.0,-2.41,2022
2022-04-06,43173.0,45494.0,45519.0,43122.0,649520000.0,-5.13,2022
2022-04-07,43448.0,43166.0,43893.0,42747.0,390850000.0,0.64,2022
2022-04-08,42275.0,43450.0,43979.0,42113.0,467830000.0,-2.7,2022
2022-04-09,42767.0,42275.0,42809.0,42129.0,165160000.0,1.16,2022
2022-04-10,42138.0,42760.0,43421.0,41884.0,255830000.0,-1.47,2022
2022-04-11,39497.0,42144.0,42418.0,39202.0,608380000.0,-6.27,2022
2022-04-12,40078.0,39507.0,40678.0,39265.0,468270000.0,1.47,2022
2022-04-13,41133.0,40072.0,41515.0,39581.0,406700000.0,2.63,2022
2022-04-14,39936.0,41133.0,41494.0,39585.0,294290000.0,-2.91,2022
2022-04-15,40560.0,39936.0,40850.0,39781.0,233090000.0,1.56,2022
2022-04-16,40382.0,40571.0,40691.0,40003.0,151310000.0,-0.44,2022
2022-04-17,39703.0,40382.0,40599.0,39561.0,210010000.0,-1.68,2022
2022-04-18,40803.0,39700.0,41095.0,38577.0,484260000.0,2.77,2022
2022-04-19,41503.0,40809.0,41746.0,40585.0,268279999.99999997,1.72,2022
2022-04-20,41368.0,41499.0,42203.0,40915.0,382840000.0,-0.33,2022
2022-04-21,40482.0,41370.0,42969.0,39793.0,493050000.0,-2.14,2022
2022-04-22,39709.0,40487.0,40792.0,39200.0,421300000.0,-1.91,2022
2022-04-23,39418.0,39709.0,39973.0,39291.0,190600000.0,-0.73,2022
2022-04-24,39464.0,39434.0,39929.0,39033.0,283630000.0,0.12,2022
2022-04-25,40427.0,39464.0,40599.0,38233.0,654600000.0,2.44,2022
2022-04-26,38113.0,40443.0,40770.0,37708.0,681470000.0,-5.72,2022
2022-04-27,39243.0,38113.0,39447.0,37869.0,426830000.0,2.96,2022
2022-04-28,39748.0,39243.0,40382.0,38888.0,542390000.0,1.29,2022
2022-04-29,38581.0,39748.0,39919.0,38175.0,382900000.0,-2.94,2022
2022-04-30,37650.0,38590.0,38776.0,37596.0,248220000.0,-2.41,2022
2022-05-01,38461.0,37642.0,38676.0,37397.0,276990000.0,2.15,2022
2022-05-02,38514.0,38472.0,39134.0,38061.0,580790000.0,0.14,2022
2022-05-03,37718.0,38515.0,38647.0,37513.0,367210000.0,-2.07,2022
2022-05-04,39688.0,37717.0,40021.0,37660.0,691490000.0,5.22,2022
2022-05-05,36544.0,39686.0,39833.0,36183.0,1040000000.0,-7.92,2022
2022-05-06,36009.0,36540.0,36646.0,35267.0,752840000.0,-1.46,2022
2022-05-07,35468.0,36003.0,36119.0,34773.0,288860000.0,-1.5,2022
2022-05-08,34060.0,35468.0,35497.0,33727.0,671050000.0,-3.97,2022
2022-05-09,30095.0,34041.0,34227.0,30095.0,268090.0,-11.64,2022
2022-05-10,31007.5,30098.2,32621.2,29831.0,235610.0,3.03,2022
2022-05-11,29068.2,31008.0,32113.6,27835.5,296900.0,-6.25,2022
2022-05-12,28976.0,29073.4,30136.7,26500.5,309480.0,-0.32,2022
2022-05-13,29284.4,28994.3,31002.7,28755.0,141230.0,1.06,2022
2022-05-14,30080.4,29285.2,30277.4,28666.7,70460.0,2.72,2022
2022-05-15,31308.7,30078.6,31383.8,29499.4,65440.0,4.08,2022
